# Seed: 413563856
# Pattern: 3x3
# Search radius: 1000000
# chunkX,chunkZ,blockX,blockZ,distance
188411,-555413,3014576,-8886608,555413
555479,133531,8887664,2136496,555479
148409,555529,2374544,8888464,555529
-389315,555717,-6229040,8891472,555717
284205,-555718,4547280,-8891488,555718
-555740,434914,-8891840,6958624,555740
-555868,-349534,-8893888,-5592544,555868
-555920,-59807,-8894720,-956912,555920
-555925,502055,-8894800,8032880,555925
556059,525480,8896944,8407680,556059
-401218,556282,-6419488,8900512,556282
-556665,159772,-8906640,2556352,556665
556844,386159,8909504,6178544,556844
-556893,549430,-8910288,8790880,556893
-557311,94207,-8916976,1507312,557311
557493,-399473,8919888,-6391568,557493
557565,-129647,8921040,-2074352,557565
26971,557796,431536,8924736,557796
-557856,536092,-8925696,8577472,557856
470170,-558819,7522720,-8941104,558819
-558845,-519665,-8941520,-8314640,558845
-558921,31914,-8942736,510624,558921
558975,21219,8943600,339504,558975
-295816,-559032,-4733056,-8944512,559032
-559037,34146,-8944592,546336,559037
-243038,559195,-3888608,8947120,559195
-517268,559417,-8276288,8950672,559417
-559624,-127221,-8953984,-2035536,559624
499682,559886,7994912,8958176,559886
-559907,158582,-8958512,2537312,559907
-560367,-185890,-8965872,-2974240,560367
24604,-560505,393664,-8968080,560505
-560570,43155,-8969120,690480,560570
-560640,193418,-8970240,3094688,560640
-560690,65941,-8971040,1055056,560690
560868,-163467,8973888,-2615472,560868
561026,347256,8976416,5556096,561026
561129,-361485,8978064,-5783760,561129
-561455,279129,-8983280,4466064,561455
-92498,561682,-1479968,8986912,561682
561778,-302731,8988448,-4843696,561778
562110,-91494,8993760,-1463904,562110
-226446,-562996,-3623136,-9007936,562996
440419,563003,7046704,9008048,563003
-563030,216268,-9008480,3460288,563030
563061,461276,9008976,7380416,563061
-143122,563077,-2289952,9009232,563077
160613,563175,2569808,9010800,563175
-563426,10804,-9014816,172864,563426
233900,563476,3742400,9015616,563476
418355,-563536,6693680,-9016576,563536
563543,528601,9016688,8457616,563543
-563683,207363,-9018928,3317808,563683
563713,-253477,9019408,-4055632,563713
383363,-563773,6133808,-9020368,563773
528837,-563960,8461392,-9023360,563960
-409004,564064,-6544064,9025024,564064
564391,-80174,9030256,-1282784,564391
564397,-164441,9030352,-2631056,564397
564758,-57588,9036128,-921408,564758
-542908,-564938,-8686528,-9039008,564938
-117585,-564955,-1881360,-9039280,564955
-565055,-461036,-9040880,-7376576,565055
-565257,-133533,-9044112,-2136528,565257
-381206,-565431,-6099296,-9046896,565431
565507,231101,9048112,3697616,565507
-566097,19516,-9057552,312256,566097
-339394,566469,-5430304,9063504,566469
-566495,390294,-9063920,6244704,566495
-378330,-566575,-6053280,-9065200,566575
566742,-488549,9067872,-7816784,566742
-469157,567062,-7506512,9072992,567062
567076,-127443,9073216,-2039088,567076
-567214,-474363,-9075424,-7589808,567214
29152,567356,466432,9077696,567356
-567398,180920,-9078368,2894720,567398
-567484,-72026,-9079744,-1152416,567484
333904,-567506,5342464,-9080096,567506
-459027,567827,-7344432,9085232,567827
-136803,-567848,-2188848,-9085568,567848
-568127,-371070,-9090032,-5937120,568127
-538553,568128,-8616848,9090048,568128
-93904,568213,-1502464,9091408,568213
133142,-568295,2130272,-9092720,568295
-475575,568319,-7609200,9093104,568319
568389,-443168,9094224,-7090688,568389
-40495,-568407,-647920,-9094512,568407
-364844,568521,-5837504,9096336,568521
568559,481619,9096944,7705904,568559
356050,568599,5696800,9097584,568599
-568728,310840,-9099648,4973440,568728
568852,197625,9101632,3162000,568852
-568919,-209881,-9102704,-3358096,568919
-447240,569082,-7155840,9105312,569082
196011,-569181,3136176,-9106896,569181
-242285,-569581,-3876560,-9113296,569581
569664,402183,9114624,6434928,569664
45672,569761,730752,9116176,569761
-569949,348326,-9119184,5573216,569949
407491,-570130,6519856,-9122080,570130
70740,-570152,1131840,-9122432,570152
-570174,-431521,-9122784,-6904336,570174
-403160,570372,-6450560,9125952,570372
-570383,-104537,-9126128,-1672592,570383
-314498,570436,-5031968,9126976,570436
570616,-16795,9129856,-268720,570616
570616,228575,9129856,3657200,570616
-290769,570637,-4652304,9130192,570637
-40250,570738,-644000,9131808,570738
-166856,570799,-2669696,9132784,570799
570941,51017,9135056,816272,570941
209454,571306,3351264,9140896,571306
-571431,64083,-9142896,1025328,571431
571665,176551,9146640,2824816,571665
179819,571908,2877104,9150528,571908
-571909,138585,-9150544,2217360,571909
-572484,-458779,-9159744,-7340464,572484
-572582,226769,-9161312,3628304,572582
572616,169150,9161856,2706400,572616
-572676,-222677,-9162816,-3562832,572676
-108238,-572959,-1731808,-9167344,572959
-573173,-336113,-9170768,-5377808,573173
573289,48896,9172624,782336,573289
-573304,-325649,-9172864,-5210384,573304
-573346,-98813,-9173536,-1581008,573346
573363,-170647,9173808,-2730352,573363
-424849,573369,-6797584,9173904,573369
573571,-454687,9177136,-7274992,573571
289036,573644,4624576,9178304,573644
-191696,573751,-3067136,9180016,573751
-427145,-573850,-6834320,-9181600,573850
573908,456849,9182528,7309584,573908
574024,-80540,9184384,-1288640,574024
-574050,200970,-9184800,3215520,574050
-443411,-574176,-7094576,-9186816,574176
335859,574317,5373744,9189072,574317
574345,-448400,9189520,-7174400,574345
-574391,-273326,-9190256,-4373216,574391
574394,219596,9190304,3513536,574394
-313680,574434,-5018880,9190944,574434
574442,85972,9191072,1375552,574442
352580,574610,5641280,9193760,574610
574854,-330103,9197664,-5281648,574854
-574914,-258998,-9198624,-4143968,574914
-130418,575096,-2086688,9201536,575096
-157351,575100,-2517616,9201600,575100
-308863,575116,-4941808,9201856,575116
575169,417666,9202704,6682656,575169
52285,575389,836560,9206224,575389
111869,-575487,1789904,-9207792,575487
-575498,-276630,-9207968,-4426080,575498
575588,-340752,9209408,-5452032,575588
-575729,-493988,-9211664,-7903808,575729
204738,575754,3275808,9212064,575754
-490920,-575786,-7854720,-9212576,575786
-490920,-575787,-7854720,-9212592,575787
-575801,393384,-9212816,6294144,575801
575985,-247951,9215760,-3967216,575985
-576080,416444,-9217280,6663104,576080
-576089,-216464,-9217424,-3463424,576089
-540152,576230,-8642432,9219680,576230
576273,470569,9220368,7529104,576273
-272880,576301,-4366080,9220816,576301
-576385,110581,-9222160,1769296,576385
184828,576401,2957248,9222416,576401
241605,576418,3865680,9222688,576418
276795,576458,4428720,9223328,576458
-59647,-576463,-954352,-9223408,576463
-154764,576472,-2476224,9223552,576472
-57602,576575,-921632,9225200,576575
-493899,576851,-7902384,9229616,576851
577096,98084,9233536,1569344,577096
577133,136450,9234128,2183200,577133
-517809,-577142,-8284944,-9234272,577142
577203,454180,9235248,7266880,577203
-577228,-28098,-9235648,-449568,577228
-12997,-577228,-207952,-9235648,577228
577329,-395895,9237264,-6334320,577329
-252307,577490,-4036912,9239840,577490
80327,-577629,1285232,-9242064,577629
-171925,577733,-2750800,9243728,577733
-577752,-182229,-9244032,-2915664,577752
532498,-577975,8519968,-9247600,577975
77903,-578005,1246448,-9248080,578005
-578118,183328,-9249888,2933248,578118
-1446,-578219,-23136,-9251504,578219
-132091,578287,-2113456,9252592,578287
343786,578360,5500576,9253760,578360
31999,-578582,511984,-9257312,578582
266327,578662,4261232,9258592,578662
-108503,578883,-1736048,9262128,578883
454871,579147,7277936,9266352,579147
-473217,579169,-7571472,9266704,579169
579189,41806,9267024,668896,579189
-411570,-579350,-6585120,-9269600,579350
-133008,579370,-2128128,9269920,579370
-176914,579843,-2830624,9277488,579843
579936,-317296,9278976,-5076736,579936
411862,-580226,6589792,-9283616,580226
-580308,142443,-9284928,2279088,580308
-23695,-581012,-379120,-9296192,581012
-581176,-444819,-9298816,-7117104,581176
581187,-121435,9298992,-1942960,581187
288740,-581197,4619840,-9299152,581197
581206,106255,9299296,1700080,581206
86928,581578,1390848,9305248,581578
-581725,307413,-9307600,4918608,581725
-581932,-293192,-9310912,-4691072,581932
582173,-216479,9314768,-3463664,582173
245697,-582483,3931152,-9319728,582483
582821,175577,9325136,2809232,582821
-583050,-157565,-9328800,-2521040,583050
583142,-479176,9330272,-7666816,583142
572767,583839,9164272,9341424,583839
583874,108942,9341984,1743072,583874
-583877,-287786,-9342032,-4604576,583877
583905,-389627,9342480,-6234032,583905
577425,583922,9238800,9342752,583922
-480125,-584078,-7682000,-9345248,584078
-207702,584426,-3323232,9350816,584426
584481,116515,9351696,1864240,584481
-363985,584691,-5823760,9355056,584691
305733,-584708,4891728,-9355328,584708
-584849,36669,-9357584,586704,584849
585174,17192,9362784,275072,585174
585175,258891,9362800,4142256,585175
493601,585353,7897616,9365648,585353
-487580,-585355,-7801280,-9365680,585355
585838,184319,9373408,2949104,585838
-538782,585927,-8620512,9374832,585927
585955,-400542,9375280,-6408672,585955
163956,586056,2623296,9376896,586056
-420346,-586327,-6725536,-9381232,586327
383891,-586345,6142256,-9381520,586345
586516,498173,9384256,7970768,586516
-586688,-430553,-9387008,-6888848,586688
-217754,586709,-3484064,9387344,586709
-346100,586729,-5537600,9387664,586729
161818,-586841,2589088,-9389456,586841
-153155,-586893,-2450480,-9390288,586893
-587095,-564958,-9393520,-9039328,587095
-587526,450968,-9400416,7215488,587526
51783,587563,828528,9401008,587563
587696,187791,9403136,3004656,587696
-587763,209103,-9404208,3345648,587763
-445267,587884,-7124272,9406144,587884
-588003,550090,-9408048,8801440,588003
-362678,588649,-5802848,9418384,588649
-588652,-354304,-9418432,-5668864,588652
-588802,-423733,-9420832,-6779728,588802
-588834,-482856,-9421344,-7725696,588834
588937,-50511,9422992,-808176,588937
200724,589033,3211584,9424528,589033
589364,-375838,9429824,-6013408,589364
-589497,-218646,-9431952,-3498336,589497
589536,-473312,9432576,-7572992,589536
110109,589745,1761744,9435920,589745
589755,50021,9436080,800336,589755
-589971,-92974,-9439536,-1487584,589971
177174,-590015,2834784,-9440240,590015
590173,-23989,9442768,-383824,590173
540248,-590349,8643968,-9445584,590349
-133757,-590489,-2140112,-9447824,590489
-244676,590492,-3914816,9447872,590492
524478,590696,8391648,9451136,590696
227100,590778,3633600,9452448,590778
495072,590795,7921152,9452720,590795
-590807,-505650,-9452912,-8090400,590807
590863,291967,9453808,4671472,590863
-403687,-590895,-6458992,-9454320,590895
386640,-590964,6186240,-9455424,590964
-539568,-591181,-8633088,-9458896,591181
369498,591347,5911968,9461552,591347
591458,68448,9463328,1095168,591458
182952,-591504,2927232,-9464064,591504
591844,-520387,9469504,-8326192,591844
591952,440434,9471232,7046944,591952
-592088,262195,-9473408,4195120,592088
47575,-592342,761200,-9477472,592342
-592739,-448966,-9483824,-7183456,592739
-362724,-592856,-5803584,-9485696,592856
-315051,-593020,-5040816,-9488320,593020
503378,593059,8054048,9488944,593059
592013,-593076,9472208,-9489216,593076
349857,-593077,5597712,-9489232,593077
-593098,-476671,-9489568,-7626736,593098
233807,-593385,3740912,-9494160,593385
576506,593403,9224096,9494448,593403
-303368,593585,-4853888,9497360,593585
460973,-593603,7375568,-9497648,593603
-303204,593705,-4851264,9499280,593705
-107816,593705,-1725056,9499280,593705
124852,-593929,1997632,-9502864,593929
-380450,593990,-6087200,9503840,593990
541305,594105,8660880,9505680,594105
-594212,176341,-9507392,2821456,594212
-577752,-594268,-9244032,-9508288,594268
-594443,-403901,-9511088,-6462416,594443
-594549,-295605,-9512784,-4729680,594549
-594681,550337,-9514896,8805392,594681
-594739,-74354,-9515824,-1189664,594739
594960,-220686,9519360,-3530976,594960
-53106,595022,-849696,9520352,595022
-595291,-476008,-9524656,-7616128,595291
595415,461354,9526640,7381664,595415
-148240,-595831,-2371840,-9533296,595831
-595851,-42187,-9533616,-674992,595851
595888,-139734,9534208,-2235744,595888
287987,596133,4607792,9538128,596133
287986,596133,4607776,9538128,596133
-596208,506899,-9539328,8110384,596208
-177004,596233,-2832064,9539728,596233
596500,302996,9544000,4847936,596500
596605,-25102,9545680,-401632,596605
597151,-533716,9554416,-8539456,597151
-6808,-597242,-108928,-9555872,597242
-512216,-597246,-8195456,-9555936,597246
4446,597569,71136,9561104,597569
-597611,529463,-9561776,8471408,597611
179956,598069,2879296,9569104,598069
547615,598150,8761840,9570400,598150
554007,598155,8864112,9570480,598155
580044,-598248,9280704,-9571968,598248
-598332,-198536,-9573312,-3176576,598332
598332,452636,9573312,7242176,598332
-166179,598339,-2658864,9573424,598339
-228724,-598395,-3659584,-9574320,598395
598401,370826,9574416,5933216,598401
-598855,383302,-9581680,6132832,598855
599212,97580,9587392,1561280,599212
-184413,599324,-2950608,9589184,599324
599520,-50979,9592320,-815664,599520
599639,-500006,9594224,-8000096,599639
195998,599690,3135968,9595040,599690
599769,130731,9596304,2091696,599769
462627,-599912,7402032,-9598592,599912
-600065,292257,-9601040,4676112,600065
-152761,-600286,-2444176,-9604576,600286
-600458,-6075,-9607328,-97200,600458
208711,600459,3339376,9607344,600459
-29648,600558,-474368,9608928,600558
115103,-600665,1841648,-9610640,600665
600688,193716,9611008,3099456,600688
-600750,-428994,-9612000,-6863904,600750
-600885,558829,-9614160,8941264,600885
601117,-522316,9617872,-8357056,601117
-601278,-377083,-9620448,-6033328,601278
-601573,582767,-9625168,9324272,601573
-601610,-73772,-9625760,-1180352,601610
-369272,601639,-5908352,9626224,601639
601737,453563,9627792,7257008,601737
-494284,601743,-7908544,9627888,601743
601799,186037,9628784,2976592,601799
27231,601888,435696,9630208,601888
368731,601915,5899696,9630640,601915
-244295,602116,-3908720,9633856,602116
-542150,-602218,-8674400,-9635488,602218
-460206,-602290,-7363296,-9636640,602290
-602489,-457683,-9639824,-7322928,602489
-342283,603162,-5476528,9650592,603162
338213,603792,5411408,9660672,603792
541529,603961,8664464,9663376,603961
604019,345799,9664304,5532784,604019
604136,200831,9666176,3213296,604136
369660,604241,5914560,9667856,604241
-550692,604445,-8811072,9671120,604445
-405038,604483,-6480608,9671728,604483
-454567,-604502,-7273072,-9672032,604502
604515,379123,9672240,6065968,604515
314378,604584,5030048,9673344,604584
604611,-333021,9673776,-5328336,604611
604677,323614,9674832,5177824,604677
-604819,96293,-9677104,1540688,604819
-190653,-604832,-3050448,-9677312,604832
312936,-605051,5006976,-9680816,605051
-605545,-74266,-9688720,-1188256,605545
471855,605714,7549680,9691424,605714
-605727,238339,-9691632,3813424,605727
536192,605919,8579072,9694704,605919
-605926,-162014,-9694816,-2592224,605926
-478782,605928,-7660512,9694848,605928
579842,-606184,9277472,-9698944,606184
-606577,239782,-9705232,3836512,606577
-606770,413851,-9708320,6621616,606770
-606983,-564793,-9711728,-9036688,606983
-84127,606988,-1346032,9711808,606988
341588,-607026,5465408,-9712416,607026
-607068,-45576,-9713088,-729216,607068
-564764,-607070,-9036224,-9713120,607070
-607211,502103,-9715376,8033648,607211
543266,-607246,8692256,-9715936,607246
-607263,-124733,-9716208,-1995728,607263
-607494,254232,-9719904,4067712,607494
-607554,-299011,-9720864,-4784176,607554
607655,182078,9722480,2913248,607655
-607733,95683,-9723728,1530928,607733
79898,-607735,1278368,-9723760,607735
-230962,607819,-3695392,9725104,607819
607949,127442,9727184,2039072,607949
-302555,-607951,-4840880,-9727216,607951
-337963,607995,-5407408,9727920,607995
608122,-345336,9729952,-5525376,608122
568556,-608228,9096896,-9731648,608228
188061,-608386,3008976,-9734176,608386
-608576,-503048,-9737216,-8048768,608576
-340969,-608628,-5455504,-9738048,608628
-334776,-608725,-5356416,-9739600,608725
-608837,237211,-9741392,3795376,608837
481803,609112,7708848,9745792,609112
-609195,-480155,-9747120,-7682480,609195
-157720,609213,-2523520,9747408,609213
-184233,-609278,-2947728,-9748448,609278
-401825,609502,-6429200,9752032,609502
232605,-609716,3721680,-9755456,609716
-221025,-609980,-3536400,-9759680,609980
-109901,610120,-1758416,9761920,610120
-610147,-11576,-9762352,-185216,610147
-225681,-610169,-3610896,-9762704,610169
-106693,-610447,-1707088,-9767152,610447
610761,188166,9772176,3010656,610761
-611061,122450,-9776976,1959200,611061
67960,-611132,1087360,-9778112,611132
-545956,611335,-8735296,9781360,611335
233854,-611464,3741664,-9783424,611464
397854,611617,6365664,9785872,611617
